Original Part,description,Alternative Part,description.1
TOZ-00082,SMDFET FDN340P SOT-23_3              ONS,TOZ-00088,SMDFET FDN342P SOT-23_3            ONS
IMH-00276,SMDIC MCP9501PT-095E/OT SOT-23_5  MIC,IMX-00408,SMDIC MAX6501UKP095T SOT-23_5  MAX
XD2-00002,SMDOSC 8MHZ 18PF SMD DIO,XTX-00036,#SMDxtal  8MHz 30ppm 18pF 7B-series  TXC
TVH-00089,SMDMOSFET SiR871DP-T1-GE3 DFN-8 VIS,TOZ-00072,SMDTRANS FDMS86163P QFN-8 ONS
INS-00068,Ic LM337T                   TO-220   TI,ISG-00820,Ic LM337SP                   TO-220   ST
TVH-00102,SMDMOSFet  SQJB70EP   SO-8L  VIS,TVH-00103,SMDMOSFet  SQJB68EP   SO-8L  VIS
KAX-00491,SMD  10uF       20%   10V  X5R 0402 AVX,KS21-00053,SMD  10uF       20%   10V  X5R 0402 SAM
IMH-00349,SMDIC AT24C128C-MAHM-T  UDFN-8  MIC,IMH-00350,SMDIC 24FC128T-I/MNY   DFN-8   MIC
CPO-00701,SMDConn 3p M8 Fem Str SMD  PHO,CPO-00704,SMDConn 3p M8 Fem Str SMD Shield PHO
IAD-00478,SMDIC  ADUM5411BRSZ-RL7  SSOP-24   AD,IAD-00487,SMDIC  ADUM6411BRSZ  SSOP-24   AD
XK5-00011,#SMDOSC 48MHz 50ppm 15PF KYO,XEC-00018,SMDosc XO 48.0000MHZ HCMOS  ECS
INP-00032,#SMDIC MCIMX535DVV1C BGA-529 NXP,IN4-00249,SMDIC MCIMX535DVP1C2  BGA-529 NXP
CPO-00701,SMDConn 3p M8 Fem Str SMD  PHO,CAH-00113,SMDConn 3p M8 Fem Str SMD Shield AMP
CPO-00695,Conn 2p MCV 1.5/ 2-G-3.5 P14 THR PHO,CPO-00710,SMDConn 2p MCV1.5/2-G-3.5 P14 THRR32 PHO
KMU-00293,#SMD   2u2F      10%   10V  X5R 0603 MUR,KS21-00042,SMD   2u2F      10%   10V  X5R 0603 SAM
KMU-00136,#SMD   2u2F      10%   50V  X7R 1206 MUR,KS21-00041,SMD   2u2F      10%   50V  X7R 1206 SAM
DPH-00134,SMDdio PMLL4148L    SOD80C NEX,DVH-00137,SMDdio LL4148-GS08          miniMELF VIS
KRD-00244,#Elco  100uF   50V R=2e     VIS,KRU-00069,Elco  100uF   50V R=2e     RUB
KRD-00244,#Elco  100uF   50V R=2e     VIS,KPA-00202,Elco   100uF 20%  50V      R=2e     PAN
ZLF-00184,#SMDFUSE 0603SFS400F/32-2  4A  0603  LIT,ZBO-00076,SMDFUSE  SF-0603SP400M-2 4A  0603   BOU
IMH-00313,SMDIC MCP2542FDT-H/MF DFN-8  MIC,IMH-00288,SMDIC MCP2542FDT-E/MF DFN-8  MIC
CPT-00065,Conn       5p AK1550/5-3.5           PTR,CWO-00146,Conn       5p   691361100005       WUR
CPT-00034,Header 3P fem str AK130/3-5.0-GREY PTR,CZZ-00259,CONN 3P   CTB1302/3  CAM
CPT-00034,Header 3P fem str AK130/3-5.0-GREY PTR,CR15-00012,CONN 3P 31007103  RIA
DD2-00024,SMDdio MMBD2004SW-7-F  SOT-323  DIO,DC19-00003,SMDdiode CMSD2004S          SOT-323  CEN
DD2-00024,SMDdio MMBD2004SW-7-F  SOT-323  DIO,DC19-00003,SMDdiode CMSD2004S          SOT-323  CEN
DD2-00024,SMDdio MMBD2004SW-7-F  SOT-323  DIO,DC19-00003,SMDdiode CMSD2004S          SOT-323  CEN
DOZ-00140,SMDdio S1D              SMA     ONS,DTW-00027,SMDdio S1D           SMA     TAI
LA29-00056,#SMDled ASMT-QTB4-0AA02 Tri-c PLCC-4 AVA,LE18-00018,SMDled 67-03/RSGHBHC-B06/1T PLCC-4  EVE
SA13-00017,#SMDswitch SKQTLAE010       ALP,SE25-00003,SMDswitch TL3330AF130QG            ESW
XEC-00015,SMDOsc 25MHz 15pF 25ppm  SMD ECS,XEP-00078,SMDOsc 25MHz 15pF 50ppm  SMD EPS
KVH-00506,SMDTant 150uF 20% 16V CASE_D  VIS,KVH-00507,SMDTant 150uF 10% 16V CASE_D  VIS
III-00027,SMDic ISL21010CFH315Z-TK   SOT-23   REN,III-00036,SMDic ISL21080CIH315Z-TK SOT-23 REN(BHT)
KWN-00007,SMD 100nF       10%  200V  X7R 0805 WAL,KTV-00157,#SMD 100nF       10%  200V  X7T 0805 TDK
SNL-00005,Switch 4P RA CWSB21AA2H             NKK,SE25-00006,Switch 4P RA R1973BBLKBLKGR0   E-switch
SNL-00005,Switch 4P RA CWSB21AA2H             NKK,SE25-00007,Switch 4P RA R1973BBLKBLKFR0   E-switch
KVH-00405,SMD  15pF        5%   25V  HQ  0402 VIS,KVH-00482,SMD  15pF        5%   50V  C0G 0402 VIS
KPA-00255,SMD ELCO 1000UF 6.3V 20% PAN,KNG-00064,SMD ELCO 1000UF 6.3V 20% NIC
IIV-00056,SMDIC ISP762TFUMA1  SO-8   INF,IIV-00054,SMDIC BSP772TXUMA1  SO-8   INF
CIN-00011,#Flexstrip  6P conn  L=10cm INT,CNB-00003,Flexstrip 6P conn 254PW06E0100-S1F1H NIC
IVH-00024,SMDIC  DG212BDQ  TSSOP-16         SIL,IVH-00038,SMDIC  DG412DQ  TSSOP-16       VIS (BHT)
ITW-00004,#SMDIC TS78M12CP ROG TO-252         TAI,IOZ-00048,SMDic MC78M12CDTG           DPAK     ONS
CAP-00415,#SubD       9P 2r fem 90ø   AMP,CAP-00748,SubD       9P 2r fem 90ø   TE
LKI-00066,SMDled Blue KP-3216QBC-F    1206     KIN,LKI-00158,SMDled Blue KP-3216QBC-D    1206     KIN
IEY-00029,SMDic SP232AEN-L/TR      SO-16  EXA,ISG-00822,SMDic  ST232ABDR   SO-16  STM
IEY-00023,SMDic SP232ACN-L/TR      SO-16  EXA,ISG-00822,SMDic  ST232ABDR   SO-16  STM
WVH-01331,SMD 150K      1%   0.1W 0402  50ppm VIS,WYA-00693,SMD 150K      1% 0.063W 0402  50ppm YAG
ITI-01104,SMDIC   TL431IDR     SO-8    TI,ITI-01396,SMDic  TL431QDR        SOIC-8    TI
ITI-01104,SMDIC   TL431IDR     SO-8    TI,ITI-01397,SMDic  TL431AIDT   SOIC-8    TI
ITI-01104,SMDIC   TL431IDR     SO-8    TI,ITI-01398,SMDic  TL431AIYDT       SO-8    STM
XGD-00012,#SMDxtal GSX-751/352FF 32MHZ         GOL,XZZ-00042,SMDxtal 32MHz 20pF 30ppm -20+70 C5 HKC
XTX-00045,#SMDxtal 25.000MHZ 30ppm 18pF   TXC,XQA-00007,SMDxtal 25.000MHZ 20/30ppm 18pF   QAN
XTX-00054,#SMDxtal 10.000MHz 12pF 30ppm        TXC,XQA-00008,SMDxtal 10.000MHz 12pF 20/30ppm QAN
KT11-00050,SMD  10uF       20%    6V3 X5R 0603 TAI,KKT-00291,SMD  10uF       20%    6V3 X5R 0603 KEM
WK2-00022,SMD  50R      1% 0.063W 0402  50ppm KOA,WYA-00694,SMD  50R      5% 0.063W 0402 100ppm YAG
KKT-00385,SMDTant 330uF 20% 2V5  CASE_B  KEM,KAX-00824,SMDTANT 330uF 20% 2V5 CASE_B     AVX
CPT-00071,Conn    2p STL1550/2F-3.5-H SCHWARZ PTR,CMO-00453,CONN 2P 3.5mm  HKS 395061002  MOL
CPT-00072,Conn     3p STL1550/3F-3.5-H SCHWARZ PTR,CMO-00454,CONN 3P 3.5mm  HKS 395061003  MOL
CPT-00073,Conn       2p AK1550/2F-3.5-SCHWARZ PTR,CMO-00455,CONN 2P 3.5mm  STR 395040002  MOL
CPT-00074,Conn       3p AK1550/3F-3.5-SCHWARZ PTR,CMO-00456,CONN 3P 3.5mm  STR 395040003  MOL
CPT-00077,Conn     6p STL1550/6F-3.5-H-GREEN PTR,CMO-00457,CONN 6P 3.5mm  HKS 395066006  MOL
CPT-00080,Conn     6p AK1550/6F-3.5-GREEN PTR,CMO-00458,CONN 6P 3.5mm  STR 395045006  MOL
CPT-00078,Conn     5p AK1550/5F-3.5-GREEN PTR,CMO-00459,CONN 5P 3.5mm  STR 395045005  MOL
CPT-00079,Conn     8p AK1550/8F-3.5-GREEN PTR,CMO-00460,CONN 8P 3.5mm  STR 395045008  MOL
LKI-00066,SMDled Blue KP-3216QBC-F    1206     KIN,LKI-00158,SMDled Blue KP-3216QBC-D    1206     KIN
WPA-00285,SMD   5K1   0.1% 0.063W 0402  25ppm PAN,WVH-01333,SMD   5K1   0.1% 0.063W 0402  25ppm VIS
ITW-00001,#SMDic  TS78M05CP  TO-252  TAI,IMT-00222,SMDic MC78M05BDTRKG         D-PAK    ON
ITW-00002,#SMDic  TS79M05CP  TO-252  TWS,IOZ-00231,SMDic MC79M05BDTRKG         D-PAK    ON
II6-00020,#SMDIC IS25LQ040B-JNLE  SO-8 ISSI,II6-00029,SMDIC IS25LP040E-JNLE  SO-8 ISSI
II6-00021,#SMDIC IS25LQ010B-JNLE SO-8        ISSI,II6-00030,SMDIC IS25LP010E-JNLE   SO-8        ISSI
SNL-00006,Switch 4P RA CWSB21AA1H             NKK,SNL-00005,Switch 4P RA CWSB21AA2H             NKK
VSI-00134,#SMDvar B72580T0600S172 60V 10% 1812 EPC,VAX-00013,SMDvar VJ14MT0600KBA        1812     AVX
KPA-00084,SMDelco 100uF 20% 25V  CaseE  PAN,KPA-00270,SMDelco 100uF 20% 25V  CaseE  PAN
ITI-00749,SMDic  LM393ADGKR    VSSOP8 TI,ITI-01411,SMDic  LM393BIDGKR  VSSOP8 TI
HMU-00002,#Filter BNX002-01 Noise     MUR,FMU-00269,Filter BNX002-11   LC-Circuit     MUR
FBO-00080,SMDIND SRN3015TA-4R7M                BOU,FWO-00221,SMDIND 744025004                 WUR
TNP-00012,SMDMOSFET PMV100EPAR SOT-23 NEX,TTW-00002,SMDMOSFET TSM2309CX SOT-23 TAI
LKI-00049,Led HE red/yellow  3mm  L-93WEYW    KIN,LKI-00159,Led HE red/yellow  3mm  WP115WEYW KIN
IMX-00103,SMDic MAX3243EEUI+          TSSOP-28 MAX,ITI-01412,SMDic MAX3243EIPWR          TSSOP-28 TI
IXL-00092,SMDic XC6SLX100T-2CSG484I FBGA 484 XIL,IXL-00107,SMDic XC6SLX100T-3CSG484I FBGA 484 XIL
ITI-01187,SMDic INA210BIDCKR          SC-70-6   TI,ITI-01413,SMDic INA199C3DCKR          SC-70-6   TI
ITI-01187,SMDic INA210BIDCKR          SC-70-6   TI,ITI-00399,SMDic INA199B3DCKR          SC-70-6   TI
KKT-00237,SMD 100uF       20%    6V3 X5R 1206 KEM,KMU-00397,SMD 100uF       20%    6V3 X5R 1206 MUR
KKT-00237,SMD 100uF       20%    6V3 X5R 1206 KEM,KMU-00397,SMD 100uF       20%    6V3 X5R 1206 MUR
SOM-00009,SMDswitch B3S-1000P        OMR,SWO-00014,SMDswitch Tact 430182043816      WUR
KPA-00177,SMDelco  1mF 20%  50V    Case_J16   PAN,KC32-00008,SMDelco  1mF 20%  50V    Case_J16   CDE
KPA-00177,SMDelco  1mF 20%  50V    Case_J16   PAN,KC32-00008,SMDelco  1mF 20%  50V    Case_J16   CDE
KPA-00177,SMDelco  1mF 20%  50V    Case_J16   PAN,KC32-00008,SMDelco  1mF 20%  50V    Case_J16   CDE
FMU-00150,SMDcoil   2m2H 20%          2220     MUR,FTV-00107,SMDIND 2M2H 10% B82442T1225K050 2220 TDK
DD2-00061,#Brugcel  GBJ1508-F   15A  80V       DIO,DMC-00018,Brugcel  GBJ1508-BP   15A  800V      MCC
WYA-00688,SMD 130K      1% 0.063W 0402  50ppm YAG,WYA-00702,SMD 130K    0.5% 0.063W 0402  50ppm YAG
III-00031,#SMDic ISL32453EIBZ       SO-14   REN,IEY-00030,SMDIC XR33053HD-F SO-14              MAX
III-00031,#SMDic ISL32453EIBZ       SO-14   REN,IEY-00031,SMDIC XR33053ID-F SO-14              MAX
ISG-00511,SMDic SG3525AP              SO-16    STM,ISG-00224,SMDic  SG2525AP      SO-16 ST
WVH-00853,SMD 715K      1%   0.1W 0603 100ppm VIS,WPA-00303,SMD 715K      1%   0.1W 0603 100ppm PAN
WVH-00891,SMD 169R      1% 0.063W 0402 100ppm VIS,WYA-00703,SMD 169R      1% 0.063W 0402 100ppm YAG
WVH-01217,SFR25  2K2  1%  0.4W  VIS,WVH-01334,SFR25H  2K2  1%  0.5W  VIS
WYA-00144,SMD 154K      1%   0.1W 0603  50ppm YAG,WYA-00704,SMD 154K    0.5%   0.1W 0603  50ppm YAG
DZE-00008,Bridger GBU806                      DIO,DVH-00281,Bridger GBU8K-E3/51       VIS
ZA32-00002,SMDOSC 25MHZ 10PPM ASFLMB-25.000MHZ-XY-T,XA32-00069,SMDOSC 25MHZ 25PPM ASFLMB-25.000MHZ-LR-T
DD2-00017,SMDdio schottky DFLS240L             DIO,DNP-00036,SMDdio schottky PMEG4020ER SOD-123 NEX
KPA-00002,#SupC     1F  5.5V R=2e     PAN,KE3-00002,Elco Supercap 1F 5.5V R=2e   ELN
KMU-00213,#SMD   2u2F      10%   50V  X5R 0805 MUR,KS21-00045,SMD   2u2F      10%   50V  X5R 0805 SAM
KMU-00213,#SMD   2u2F      10%   50V  X5R 0805 MUR,KS21-00045,SMD   2u2F      10%   50V  X5R 0805 SAM
KMU-00250,#SMD  10uF       10%   10V  X7R 0805 MUR,KS21-00010,SMD  10uF       10%   10V  X7R 0805 SAM
SAP-00022,#Switch MSSA211NG 2p 4-1437580-9   TYC,SE25-00004,Switch 600DP3S2M4R ON-OFF-ON  E-Switch
CID-00003,FC Header 26P    mle str nok   SPE,CFM-00182,Header 26p 2R  71918-126LF   FCI
KTV-00089,SMD  22uF       10%   10V  X7R 1210 TDK,KS21-00034,SMD  22uF       10%   16V  X7R 1210 SAM
KMU-00128,#SMD   1uF       10%   25V  X5R 0603 MUR,KS21-00038,SMD   1uF       10%   25V  X5R 0603 SAM
KMU-00128,#SMD   1uF       10%   25V  X5R 0603 MUR,KS21-00038,SMD   1uF       10%   25V  X5R 0603 SAM
KMU-00128,#SMD   1uF       10%   25V  X5R 0603 MUR,KS21-00038,SMD   1uF       10%   25V  X5R 0603 SAM
KMU-00128,#SMD   1uF       10%   25V  X5R 0603 MUR,KS21-00038,SMD   1uF       10%   25V  X5R 0603 SAM
KMU-00128,#SMD   1uF       10%   25V  X5R 0603 MUR,KS21-00038,SMD   1uF       10%   25V  X5R 0603 SAM
KMU-00128,#SMD   1uF       10%   25V  X5R 0603 MUR,KS21-00038,SMD   1uF       10%   25V  X5R 0603 SAM
KMU-00128,#SMD   1uF       10%   25V  X5R 0603 MUR,KS21-00038,SMD   1uF       10%   25V  X5R 0603 SAM
KVH-00378,#SMD   3n3F       2%  500V  C0G 1812 VIS,KAX-00496,SMD   3n3F       2%  100V  C0G 1812 AVX
WVH-00985,SMD 390R      5%     1W 1218 200ppm VIS,WYA-00576,SMD 390R      5%     1W 1218 100ppm YAG
KMU-00116,#SMD   1uF       10%   10V  X5R 0402 MUR,KAX-00445,SMD   1uF       10%   10V  X5R 0402 AVX
KMU-00128,#SMD   1uF       10%   25V  X5R 0603 MUR,KYA-00085,SMD   1uF       10%   16V  X7R 0603 YAG
KMU-00128,#SMD   1uF       10%   25V  X5R 0603 MUR,KYA-00085,SMD   1uF       10%   16V  X7R 0603 YAG
KMU-00182,#SMD  10uF       10%   50V  X5R 1206 MUR,KSM-00016,SMD  10uF       10%   50V  X5R 1206 SAM
KMU-00182,#SMD  10uF       10%   50V  X5R 1206 MUR,KTV-00127,SMD  10uF       10%   50V  X5R 1206 TDK
KMU-00092,#SMD   1uF       10%   25V  X7R 0805 MUR,KYA-00049,SMD   1uF       10%   25V  X7R 0805 YAG
KMU-00133,#SMD   1uF       10%   50V  X7R 0805 MUR,KT11-00030,SMD   1uF       10%   50V  X7R 0805 TAI
KMU-00133,#SMD   1uF       10%   50V  X7R 0805 MUR,KT11-00030,SMD   1uF       10%   50V  X7R 0805 TAI
KMU-00268,#SMD  22uF       10%   25V  X5R 1206 MUR,KSM-00025,SMD  22uF       10%   25V  X5R 1206 SAM
KMU-00343,#SMD  22uF       10%   10V  X5R 1206 MUR,KSM-00025,SMD  22uF       10%   25V  X5R 1206 SAM
BZZ-01239,Afst. 3.1x6x2  nylon-66  naturel   ESS,BZZ-01665,Afst. 3.2x6x2  nylon-66  naturel   JEV
KMU-00128,#SMD   1uF       10%   25V  X5R 0603 MUR,KAX-00494,SMD   1uF       10%   25V  X5R 0603 AVX
KVH-00349,SMD  33pF        1%  100V  C0G 0603 VIS,KAX-00495,SMD  33pF        1%  100V  C0G 0603 AVX
KTV-00039,SMD   2u2F      20%  100V  X7S 1206 TDK,KS21-00039,SMD   2u2F      10%  100V  X7R 1206 SAM
TOZ-00073,#IGBT  NGTB20N120IHWG TO-247  ONS,TOZ-00075,#IGBT  FGA20S125P-SN00336 TO-3PN  ONS
KMU-00136,#SMD   2u2F      10%   50V  X7R 1206 MUR,KS21-00041,SMD   2u2F      10%   50V  X7R 1206 SAM
KMU-00136,#SMD   2u2F      10%   50V  X7R 1206 MUR,KS21-00041,SMD   2u2F      10%   50V  X7R 1206 SAM
KMU-00087,#SMD  10uF       10%   10V  X5R 0805 MUR,KP7-00044,SMD  10uF       10%   10V  X5R 0805 YAG
KMU-00087,#SMD  10uF       10%   10V  X5R 0805 MUR,KP7-00044,SMD  10uF       10%   10V  X5R 0805 YAG
KMU-00316,#SMD  10nF       10%   50V  X7R 0603 MUR,KMU-00394,SMD  10nF       10%   50V  X7R 0603 MUR
KMU-00096,#SMD   4u7F      10%    6V3 X5R 0603 MUR,KSM-00020,SMD   4u7F      10%   10V  X5R 0603 SAM
KMU-00096,#SMD   4u7F      10%    6V3 X5R 0603 MUR,KSM-00020,SMD   4u7F      10%   10V  X5R 0603 SAM
KMU-00080,#SMD 100nF       10%   50V  X7R 0603 MUR,KYA-00004,SMD 100nF       10%   50V  X7R 0603 YAG
KMU-00080,#SMD 100nF       10%   50V  X7R 0603 MUR,KYA-00004,SMD 100nF       10%   50V  X7R 0603 YAG
KMU-00120,#SMD  4u7F       10%   25V  X7R 1206 MUR,KSM-00032,SMD   4u7F      10%   50V  X7R 1206 SAM
KMU-00120,#SMD  4u7F       10%   25V  X7R 1206 MUR,KSM-00032,SMD   4u7F      10%   50V  X7R 1206 SAM
KMU-00203,#SMD   1uF       10%   35V  X7R 0603 MUR,KS21-00006,SMD   1uF       10%   50V  X5R 0603 SAM
KMU-00203,#SMD   1uF       10%   35V  X7R 0603 MUR,KS21-00006,SMD   1uF       10%   50V  X5R 0603 SAM
KMU-00203,#SMD   1uF       10%   35V  X7R 0603 MUR,KS21-00046,SMD   1uF       10%   35V  X5R 0603 SAM
KMU-00189,SMD   5n6F      10%   25V  X7R 0402 MUR,KYA-00087,SMD   5n6F      10%   25V  X7R 0402 YAG
IVH-00034,SMDFET SUM110P06-07L-E3 TO-263-3 VIS,TVH-00094,SMDFET SUM110P06-08L-E3  TO-263-3   VIS
KVH-00412,SMD   1uF       10%   50V  X7R 1206 VIS,KKT-00167,SMD   1uF       10%   50V  X7R 1206 KEM
KMU-00130,SMD  22uF       10%   16V  X7R 1210 MUR,KYA-00088,SMD  22uF       10%   16V  X7R 1210 YAG
JZZ-01570,Hatch RVC 535910-02-04C WHITE (SAAB),JZZ-01630,Hatch RVC 535910-02-04D WHITE (SAAB)
RAP-00030,SMDrelay 5VDC IM03GR 1-1462037-4     TYC,RH5-00005,SMDRELAY 5V HFD4/5-SR HON
WVH-01051,SMD 560R    0.1%   0.1W 0603  25ppm VIS,WYA-00577,SMD 560R    0.1%   0.1W 0603  25ppm YAG
KKT-00283,SMD  68pF        5%   50V  C0G 0402 KEM,KYA-00089,SMD  68pF        5%   50V  C0G 0402 YAG
KVH-00412,SMD   1uF       10%   50V  X7R 1206 VIS,KKT-00167,SMD   1uF       10%   50V  X7R 1206 KEM
KVH-00412,SMD   1uF       10%   50V  X7R 1206 VIS,KKT-00167,SMD   1uF       10%   50V  X7R 1206 KEM
DFD-00032,#SMDdio BAS16 SOT-23 FAI,DPH-00014,SMDdio BAS16 SOT-23 NEX
DFD-00032,#SMDdio BAS16 SOT-23 FAI,DPH-00014,SMDdio BAS16 SOT-23 NEX
WAP-00062,#SMD   0R007   1%     2W 2512  50ppm PAN,WBO-00406,SMD   0R007   1%     2W 2512  50ppm BOU
WWG-00061,#RES     1M     0.5W     5%     WEL,WVH-01290,RES     1M     0.5W     5%     VIS
NZZ-00116,SMDLED GREEN 1-LED(S) LGT670-K1L2,LO1-00069,#SMDled GREEN LGT670-K1L2 PLCC-2 OSR
NZZ-00391,SMDzen BZX84-C5V6 SOT-23 NEX,DPH-00054,SMDzen BZX84-C5V6 SOT-23 NEX
NZZ-00163,SMDCAP CER X7R 2.2uF 50V 10% 1206,KMU-00136,#SMD   2u2F      10%   50V  X7R 1206 MUR
NZZ-00119,SMDIC CMOS 74HC4066 QUAD SWITCH SO14,IN4-00019,SMDIC 74HC4066D   SO14    NEX
NZZ-00105,SMDDIO GP BAV199W 75V 135mA SOT323,DN4-00011,SMDdio BAV199W SOT-323 NEX
FPA-00036,#SMDcoil 22uH 20% 700mA              PAN,FWO-00201,SMDpower ind.  22uH 700mA   WE-PD3  WUR
NZZ-00023,SMDic  ADF7023BCPZ LFCSP-32 AD (NEDAP),IAD-00349,SMDic    ADF7023BCPZ   LFCSP-32   AD
NZZ-00019,SMDxtal 26MHz  7pF TSX-3225  EPS (NEDAP),XEP-00064,SMDxtal 26MHz    7pF  TSX-3225     EPS
NZZ-00024,SMDic   ADXL345BCCZ  LGA-14   AD (NEDAP),IAD-00348,SMDic   ADXL345BCCZ  LGA-14   AD
NZZ-00104,SMDDIO FR BAV99W 75V 130mA SOT323,DPH-00242,SMDdio BAV99W SOT-323 NEX
RS30-00010,Relay 24V RY611024        TE,RAP-00037,Relay 24V RY612024   2-1393225-9      TE
IMT-00187,#Ic LM393N                   DIP-8   ONS,ITI-01270,Ic LM393N                   DIP-8   TI
TOZ-00072,SMDTRANS FDMS86163P QFN-8 ONS,TVH-00095,SMDFET SI7489DP-T1-E3 DFN-8 VIS
KTV-00077,SMD  47uF       20%   25V  X5R 1206 TDK,KMU-00404,SMD  47uF       20%   25V  X5R 1206 MUR
KKT-00090,SMD 100uF       20%    6V3 X5R 1210 KEM,KS21-00019,SMD 100uF       20%   10V  X5R 1210 SAM
KKT-00153,SMD   2u2F      10%  100V  X7R 1210 KEM,KSM-00023,SMD   2u2F      10%  100V  X7R 1210 SAM
EFI-00037,#Heats  FK254 SA TO3        FIS,EFI-00067,Heatsink SK 318 SA 3         TO 3    FIS
KAX-00129,SMD  10uF  +80/-20%   10V  Y5V 1206 AVX,KKT-00073,SMD  10uF  +80/-20%   10V  Y5V 1206 KEM
TIV-00089,#SMDfet IRLML6401GTRPbF  SOT-23   INF,TIV-00091,SMDfet IRLML6401TRPbF  SOT-23   INF
WAP-00103,SMD 232K    0.1%   0.1W 0603  15ppm  TE,WPA-00247,SMD 232K    0.1%   0.1W 0603  25ppm PAN
IMT-00187,#Ic LM393N                   DIP-8   ONS,ITI-01270,Ic LM393N                   DIP-8   TI
IFD-00131,#SMDic LM339M  SO-14  FAI,IOZ-00210,SMDic LM339DR2G  SO-14  ONS
WAP-00061,#SMD   0R015   1%     1W 1206  75ppm  TE,WPA-00141,SMD   0R015   1%     1W 1206  75ppm PAN
KTV-00067,SMD 120pF        5%  630V  C0G 1206 TDK,KMU-00403,SMD 120pF        5%  630V  C0G 1206 MUR
KTV-00068,SMD 270pF        5%  630V  C0G 1206 TDK,KKT-00368,SMD 270pF        5%  630V  C0G 1206 KEM
WM8-00080,#SMD   2K55    1% 0.063W 0603 100ppm MUL,WM8-00141,SMD   2K55    1% 0.063W 0603 100ppm MUL
DRX-00011,#SMDzen RSB5.6STE61 EMD2  ROH,VTV-00019,SMDVar. suppr. CDS3C05HDMI1    0603  EPC
HMU-00002,#Filter BNX002-01 Noise     MUR,FMU-00269,Filter BNX002-11   LC-Circuit     MUR
LKI-00140,SMDled Green APA3010ZGC-GX  1204   KIN,LKI-00111,SMDled KPA-3010ZGC  1204   KIN
XEP-00030,#SMDxtal 16MHz 16pF 50ppm FA-365 EPS,XEC-00008,SMDx-tal 16.0Mhz  18pF          ECS
HMU-00002,#Filter BNX002-01 Noise     MUR,FMU-00269,Filter BNX002-11   LC-Circuit     MUR
CHW-00105,#SMDHEADER 8p 2r      HAR,CMO-00427,SMDHEADER 8p 2r   87759-0874   Molex
KMU-00130,SMD  22uF       10%   16V  X7R 1210 MUR,KS21-00034,SMD  22uF       10%   16V  X7R 1210 SAM
WAP-00065,#SMD   0R02    1%     1W 1206  75ppm  TE,WPA-00249,SMD   0R02    1%     1W 1206  75ppm PAN
KTV-00041,Cap      4n7F  5%  50V C0G R=1e      TDK,KTV-00138,Cap      4n7F  5%  50V C0G R=1e      TDK
ISG-00763,#SMDic M25P10-AVMN6TP    SO8 MIC (SPARK),II6-00021,#SMDIC IS25LQ010B-JNLE SO-8        ISSI
ISL-00028,SMDIC EFR32MG13P632F512GM48-C QFN-48 SI,ISL-00029,SMDIC EFR32MG13P632F512GM48-D QFN-48 SI
ISW-00008,#SMDIC SKY13381-374LF QFN6  SKY,ISW-00009,SMDIC SKY13355-374LF QFN6  SKY
ISW-00008,#SMDIC SKY13381-374LF QFN6  SKY,ISW-00009,SMDIC SKY13355-374LF QFN6  SKY
KMU-00130,SMD  22uF       10%   16V  X7R 1210 MUR,KS21-00034,SMD  22uF       10%   16V  X7R 1210 SAM
FSI-00105,SMDcoil 820nH  5%           0805     EPC,FWO-00176,SMDcoil 820nH  5%           0805     WUR
WM8-00136,SMD  69K8     1%   0.1W 0603 100ppm MUL,WVH-01295,SMD  69K8     1%   0.1W 0603 100ppm VIS
KRD-00042,MKT   330nF   63V R=3e  10%    VIS,KWI-00285,MKT   330nF   63V R=3e  10%    WIM
FNW-00001,Coil  300uH 3A             MURPS,FMU-00270,Coil  300uH 3A     1430430C        MURPS
KMU-00156,SMD 220nF       10%   50V  X7R 0805 MUR,KKT-00297,SMD 220nF       10%   50V  X7R 0805 KEM
XQA-00001,#SMDxtal  8MHz 30ppm 18pF    6x3.5mm QAN,XQA-00002,SMDxtal  8MHz 20ppm 18pF    6x3.5mm QAN
KMU-00229,#SMD   8p2F  ±0.25pF   50V  C0G 0603 MUR,KYA-00093,SMD   8p2F       5%   50V  C0G 0603 MUR
KMU-00229,#SMD   8p2F  ±0.25pF   50V  C0G 0603 MUR,KVH-00500,SMD   8p2F  ±0.25pF   50V  C0G 0603 VIS
KMU-00229,#SMD   8p2F  ±0.25pF   50V  C0G 0603 MUR,KVH-00500,SMD   8p2F  ±0.25pF   50V  C0G 0603 VIS
RFN-00025,#Relay 24VDC 10A 24V        FIN,RFN-00026,Relay 24VDC 10A 24V        FIN
ICA-00003,#SMDEeprom CAT93C46VI-G    SO8 ONS,IA6-00177,SMDic AT93C46DN-SH  SO8  ATM
IM13-00043,#SMDIC M25P128-VME6TGB  MLP-8  MIC,IM13-00055,SMDIC MT25QL128ABA1EW9-0SIT WDFN-8 MIC
WVH-01098,#SMDARRAY 4x 10K  1%  1206  100ppm VIS,WYA-00478,SMDARRAY 4x10K 1%  0.0625W  YC164  YAG
ICJ-00041,#SMDic CY25811SXC            SO-8    CYP,IOZ-00211,#SMDIC PCS3P25811AG08SR SO-8       ONS
CWO-00089,#CONN USB-B  MINI  HKS  WUR,CMP-00004,CONN Mini USB  397-6-S-XS0  MPE Garry
CWO-00089,#CONN USB-B  MINI  HKS  WUR,CMP-00004,CONN Mini USB  397-6-S-XS0  MPE Garry
